success,cet_oapr,english,reading,science,quantitative,abstract,shs_gpa,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,ptotal,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,stotal,bscs,bsit,female,male,abm,gas,humss,stem,he,ict,arts,sports,class_rank_5,class_rank_10,class_rank_20,class_rank_none,highest_honor,high_honor,with_honor,awards_none,class_president,class_vice_president,class_secretary,class_treasurer,class_auditor,class_project_manager,class_pio,class_peace_officer,class_none,school_president,school_vice_president,school_senator,school_board,school_secretary,school_treasurer,school_auditor,school_project_manager,school_pio,school_peace_officer,school_grade_level_rep,school_volunteer,school_none,father_college,father_highschool,father_no_school,father_na,father_fulltime,father_part_time,father_self_employed,father_not_employed,father_emp_na,mother_college,mother_highschool,mother_no_school,mother_na,mother_fulltime,mother_part_time,mother_self_employed,mother_not_employed,mother_emp_na,income_100k,income_50k,income_20k,income_10k,income_below_10k,income_na,laptop_no,laptop_yes,internet_post_paid,internet_pre_paid,s25_teacher,s25_tutor,s25_friends,s25_family,s25_research,s25_leave_it
0,91.52776242,96.49343608,90.89514686,85.02740033,44.12113094,63.16055274,87.14314031,0.044543953,1.106091448,0.096564709,-0.963221858,-1.182668617,-0.944174899,1.996743614,0.171698246,-2.046444144,2.125334514,0.038904641,1.019385683,-0.930785971,1.981824476,-1.066713525,2.088271888,1.917109524,-2.003652864,1.000536402,-1.03427849,-1.87017849,2.097168864,-0.116474297,-0.802505589,0.168578086,-2.000344115,-0.082400919,-2.01696144,0.987614464,-0.830745248,0.973558253,-0.024997778,-1.006255337,1.024514756,0.937354273,-1.940148366,0.255772981,1.095180043,0.855261854,-0.983948448,-1.020537846,1.181716137,0.059674368,1.019458296,3.026307051,3.089254435,1.128835396,0.778253793,1.954901126,2.123479674,1.903984534,1.916630562,-0.153512018,0.977845353,-0.115577687,0.874331557,0.93056545,0.947394421,2.062105038,2.015248138,3.074920148,2.931528543,1.113820612,2.084737475,1.133821883,36.01705558,0.083306619,0.969056077,0.005311266,0.809441035,-0.120105625,-0.042654713,0.024378368,0.017516565,-0.080399123,0.835781226,0.106921865,-0.16495283,0.169087699,0.069362358,1.07581366,-0.040922487,0.062218251,0.029705419,-0.006593775,0.956866352,0.972237384,-0.207800959,-0.220363518,-0.053277899,0.04237009,0.00890027,0.122936153,-0.02166718,-0.139273653,-0.002769624,0.117093515,-0.11579261,-0.080302943,-0.046958918,0.062362509,-0.005949921,-0.006258847,0.075893682,0.014191214,0.026671168,-0.087761386,1.226441452,-0.040401612,0.953888976,0.031952819,-0.11475672,-0.130227355,-0.11567614,0.130550384,-0.051432643,1.061532477,0.254487135,1.008308246,0.133140368,-0.076342863,1.07193175,0.114804986,-0.062467531,-0.152219868,0.023346275,-0.062526923,-0.15216152,-0.005116346,0.082472766,0.926294788,0.147108025,-0.009759641,1.069519321,0.142740167,1.195053621,-0.096849797,0.070889909,0.037364248,0.100121133,0.974127175,-0.205993754
0,77.67727669,75.61140125,74.12262847,69.21093737,62.72453013,69.16088215,90.15744951,0.04408288,0.031983998,0.938953958,0.058273738,0.140124318,-1.100602882,1.844431482,0.199364425,-1.046999099,2.029896437,-0.165021925,0.75079127,-0.91453225,1.002782343,1.095257558,1.997980669,0.891265365,-1.009136402,-1.008515378,0.883874294,0.024911094,1.837799501,0.175818251,0.062356465,-0.018498536,-0.935590164,1.893125455,0.042657624,-0.035099378,-1.023421315,0.985863394,-0.132229761,0.946797857,1.008324663,-0.060422063,0.030278618,0.034983721,1.005650674,0.997243115,1.152607298,15.00667943,0.913629389,1.986389242,2.102223616,3.031531325,1.046571346,0.988058647,2.033707925,2.919930036,2.023752685,1.003561704,1.05632662,2.122422897,1.903903356,1.058084403,1.99631225,0.9236729,1.967583706,1.961067709,1.089239546,0.918953041,3.147322565,1.026654694,2.095087719,1.101507009,40.08895188,1.173232692,0.070103531,1.079758004,-0.002377506,-0.089327913,0.894080634,0.13664124,0.010677172,-0.05557186,-0.152032163,-0.063365385,-0.060389289,-0.0218024,0.033720444,1.004356075,-0.171022804,0.027504312,0.015666838,1.127426752,0.163550406,-0.086165475,-0.143365838,-0.09156822,-0.027969154,0.089018118,0.004817484,0.205587244,-0.248811323,1.056005974,0.140506618,-0.115125768,0.023080001,-0.088918498,-0.270075216,-0.004030153,0.067310556,-0.005857199,0.026921784,-0.052199323,0.035419128,-0.02932652,0.945271513,0.977293938,0.073625014,0.195386217,-0.021564549,0.113560884,0.098554519,1.05663956,0.01634802,-0.150976467,1.083465687,0.011340189,0.153372061,-0.077879438,-0.012309479,0.087656746,-0.047020255,0.040792034,1.152344115,0.050848061,0.013798222,0.00731661,0.035356468,1.020108336,0.071639552,1.034782006,-0.047691507,-0.002893619,1.029707845,-0.147654589,-0.053497624,1.041138241,0.063832395,0.079641598,-0.147988029
1,70.40590078,63.61462271,82.1976338,72.57388769,24.77161382,79.92847588,87.99308623,0.835842732,1.095374815,0.925213888,1.10784622,1.172684238,0.931418882,0.989837428,-0.066658944,-1.989823658,1.041899274,-2.037762958,0.872994245,-1.001946423,-1.941632212,1.072545834,0.829665064,-1.837126825,0.101634969,-0.903569625,0.964868609,0.897145899,1.011377959,1.092904379,0.111018262,0.877576778,-0.070086093,-1.079711955,0.926587711,-0.899319678,1.020070053,1.016336266,-1.905974378,-2.089236416,-0.924485762,-1.932281762,1.070029267,-0.049640155,-1.017006007,-1.31103754,-0.926826113,-2.059707121,1.085912424,0.887891632,0.938063622,0.777275179,0.903553205,1.182472609,1.811560947,1.953728018,2.915632763,2.907879014,3.023562161,3.00751337,2.995238682,2.954503439,2.806483867,1.12686252,0.875182354,1.990513696,3.136359084,1.904581068,0.971542835,1.079987347,0.879197293,3.140874033,46.0991608,-0.139515092,0.992246411,-0.057857608,1.0442364,0.03381189,0.098069125,-0.0647444,0.025210938,0.013730157,1.083734021,0.093629015,0.020995151,-0.036087733,0.067999447,-0.026457822,0.889481219,-0.170103302,-0.064918568,0.013384528,1.033829996,0.095177492,0.123588074,0.017830668,-0.025707259,-0.148331179,0.045763206,0.157395703,-0.003404754,0.990428554,0.082764796,-0.06632246,0.031972755,-0.057329216,-0.24473824,-0.060654562,0.019842404,0.172047094,0.078163674,0.075699524,0.14754152,-0.102186785,0.974433589,-0.001882767,0.005009735,-0.054425303,1.109795177,1.075054242,0.085473025,0.053595052,0.110132221,-0.024882179,0.047767497,0.908025284,0.014358384,-0.173810913,-0.132040218,0.088993137,-0.060893845,-0.082056485,1.170727424,0.117882155,-0.044007345,0.058051526,-0.026699794,0.062346224,0.936404695,-0.050942054,0.9987408,-0.008488467,0.935704021,0.821740502,-0.23054668,0.093923291,-0.083295896,-0.033075292,-0.0032604
0,70.50778004,76.69073613,71.74199855,18.71783384,75.38038066,63.08131322,83.4016355,-0.008353677,-0.051798873,-0.946023654,1.132392515,-0.088213963,-0.105775397,2.011730196,0.963593055,0.032372244,2.016186886,0.980644386,1.937703019,-0.929994096,-0.09255365,0.899841189,0.903217521,0.937744155,-0.004356988,-1.021644543,2.007878303,-0.931235683,0.130585261,-0.132262588,0.036495492,-0.078626701,0.126287303,0.053185422,-0.983079142,1.060080456,-0.072853492,0.012139454,-0.058634807,0.903849125,1.893847398,0.876611643,-0.771139806,0.072724475,0.107827501,0.037358467,-0.049465475,13.00660174,0.863802619,2.057391504,0.995459846,2.108254333,1.998757264,0.962638256,1.958748155,1.098029004,2.007450308,1.995119968,3.028186919,2.130587056,1.922266467,1.878578964,2.008434213,1.734973724,0.804734392,2.000833497,0.891809055,2.949898411,2.938750714,2.080538679,1.924486036,2.9623942,46.08622873,0.105811869,0.933251438,-0.153703112,1.066602285,-0.077886468,0.156546699,-0.045683158,0.018854913,0.124578561,1.170592163,-0.053919933,0.007200054,-0.090875078,-0.150469597,1.052976555,-0.018994393,-0.100122682,0.084265997,-0.052015431,1.11089465,-0.002863184,-0.031039648,-0.078647412,0.036086796,-0.176649097,-0.034473049,-0.144261002,0.008244696,0.886628334,0.004491487,0.158942949,0.026659778,-0.082809881,0.19095484,-0.18483344,-0.183616815,0.090068652,0.19785446,0.011840425,0.013918736,0.215121568,0.861429005,1.050486033,0.10133081,0.007745464,0.059053305,0.888773025,0.063786388,-0.188399223,-0.069815045,0.141947895,-0.168366017,0.907410619,-0.019466,0.092849951,-0.0453335,-0.048849688,0.936435726,-0.017976346,0.0478175,-0.006879811,0.079995838,0.180001779,0.135111608,-0.026700454,0.90306735,-0.152409385,1.1064517,1.033190558,0.106791072,1.205221814,0.020729159,0.091602642,0.106470665,0.184491674,0.055368267
1,78.73898746,81.99908063,77.14205696,51.67957347,63.47722822,79.80916637,92.13634027,0.034166064,1.043758317,1.818473789,-0.033538848,0.969864795,1.008026201,2.152224863,1.044780743,0.107149965,0.035091017,1.019902356,0.09438801,-1.153712166,0.009090732,0.084839179,1.088615943,-0.198942713,-0.026648103,-1.996665629,2.120921321,0.144716326,0.00367611,0.234987557,0.917884968,1.940094242,0.043476816,0.909448189,0.087334637,1.037117822,0.844246225,2.020755978,1.906269607,-0.079788136,1.07686537,1.986586874,-1.008613057,0.053256895,-0.313758233,1.943840843,1.056299999,24.12762587,1.858686315,1.00352664,2.016717649,2.140904453,2.157875426,1.118006,3.192785184,2.082737291,1.211929885,0.946707319,0.978470283,2.974774066,2.282584383,0.949587767,2.982596555,1.09715066,-0.12848356,2.930530911,2.33170479,2.100597831,3.065689759,2.00559099,2.024302621,1.011509112,43.13783164,0.053834347,1.07959419,0.075429907,1.010599437,1.013704563,0.172889715,0.050820107,0.046719068,0.057611197,0.15291142,0.059882495,0.046514472,0.026058558,-0.024256148,0.977182741,-0.111752911,-0.050343087,-0.033732642,1.058691483,-0.141176479,-0.075864124,0.013887839,-0.08649431,-0.157449608,0.023508881,1.035113932,0.090005393,0.026214333,-0.148167471,-0.02886331,-0.066905083,-0.104434218,0.18658704,0.156132501,0.135458571,-0.045542241,0.10588364,-0.074130068,0.090374891,0.135319432,0.166383823,1.098959008,0.083921182,1.178462024,-0.015556457,-0.007752505,1.012069819,-0.078391861,0.031950443,0.034937954,-0.029535193,0.002017235,1.041076172,-0.042860958,-0.023215219,1.046363712,-0.138088575,-0.041682475,-0.088326206,0.020935741,-0.060434581,0.106097891,-0.015027524,0.838743259,-0.024501563,0.071181495,-0.050169785,1.119517972,0.890049636,0.117056397,0.026276524,-0.049206006,-0.017377722,0.022752158,1.049467268,0.011904876
0,80.59648333,82.13611314,72.10965356,76.77387733,63.39685106,72.72695992,84.57831234,0.842831805,1.015771678,-0.034574802,0.001445887,1.159771053,0.754477586,0.812696257,0.995271018,0.952664767,1.078709529,0.983318592,0.002139251,0.062535953,0.022288075,0.910473837,0.166391118,1.025720986,-0.016480846,-1.069288512,1.071008743,0.060045013,-0.042129188,0.234322833,0.028884974,-0.152949864,0.090471254,0.11330496,0.073320765,-0.042865371,0.039538967,1.093466629,0.979061529,1.030202479,0.976879624,1.084343615,-0.083689811,-0.067983379,-0.017783945,0.039153492,0.068769392,16.00485535,2.963708401,1.980092947,1.906538183,2.935946015,2.085561507,2.034367399,2.860134303,3.139187525,3.002032068,2.914952985,3.083872825,2.797933381,3.034428245,2.968236498,2.861374684,2.964781299,2.924637866,2.963219783,3.087971639,2.953625098,2.902669177,2.998408876,2.935283182,3.030272,68.0397807,0.049395662,0.991688392,0.042920391,0.923058059,-0.09481222,-0.147843902,-0.039251716,0.032020282,-0.184254947,1.117425742,-0.155842853,-0.07387984,0.063170032,-0.098308061,0.886505022,0.211314996,-0.050819895,-0.017805413,0.096529928,1.120976614,0.059032387,-0.073063641,0.110057147,0.20899719,0.072786132,0.121140594,0.039052706,0.270794004,0.808747042,0.080285356,0.058659482,-0.095256866,-0.051860102,-0.116988271,-0.13568809,0.011643394,0.016215789,0.020576753,0.094058786,-0.00516092,0.132542558,1.082800845,-0.069133495,-0.081746449,1.11448465,-0.0355882,-0.011313636,-0.101372098,0.091534507,1.032884542,0.095101316,0.026979413,0.192777417,0.973334111,0.084638882,0.032836153,0.155860632,-0.061664149,0.9577758,-0.024523614,-0.151696173,-0.116626191,-0.020941473,-0.058573939,0.081837661,0.950308092,1.005105484,-0.168964806,-0.090351637,1.054721867,0.993565508,-0.065752057,0.041965236,0.016055611,0.072618159,-0.127341939
0,71.3989227,77.00745208,71.87460978,44.20587426,24.99885615,83.57546245,86.8931375,1.0449754,-0.044631484,2.099657028,2.107648672,0.00152249,-0.06154749,1.893245535,2.152492525,-0.018036183,2.068485157,0.016448971,2.064524121,0.023031969,-0.865924038,1.947233821,1.877279861,0.86528268,-0.817926847,-2.027141475,2.148750737,-0.11366576,0.091878563,0.013819934,1.87548558,0.003295607,-0.082550117,0.029391131,1.023141045,0.983850117,0.018819947,0.032386619,1.053902503,0.997506832,-1.060460302,-0.001240591,-2.074281187,-0.118355559,1.086857457,-0.068554477,-1.012473492,18.94634686,1.02635537,2.033245081,2.847138366,0.073145109,2.896418814,1.11750062,2.141949954,2.096246928,1.216420384,0.918680999,0.901083557,1.09611168,1.980446004,1.098963463,1.978523165,0.842193007,0.94762675,0.931440458,1.883820365,1.935918791,0.968476228,0.909750725,2.012972001,1.921773934,36.00172452,1.120315394,0.005297656,0.144409211,0.982127258,1.035595534,-0.114476731,-0.009708176,-0.022386575,-0.088500516,-0.032248791,-0.128752201,-0.074375582,-0.018076087,-0.052186028,-0.023787015,0.946303857,-0.110157488,0.095902667,0.057979093,1.009582044,-0.10726941,0.162079847,0.065120374,-0.056881899,-0.135823865,-0.047137458,0.088405486,0.283266271,0.901788538,0.059617285,0.041364835,-0.035401124,0.036274021,0.010445271,0.030881928,-0.06616711,-0.123595172,0.151524632,-0.23399152,0.030164966,-0.12510925,1.009606195,1.027205399,-0.096893887,-0.068591495,0.026941896,0.034335411,0.185151949,0.046792301,1.04866734,0.071536157,0.001141232,0.897506735,-0.189916275,0.131245619,0.134856981,-0.052516559,0.098245951,-0.069369168,0.902647667,0.097495332,-0.112973453,1.016384313,0.084760169,0.133599833,-0.149452701,0.060083644,1.153042177,-0.025398633,1.076283311,0.137061338,-0.056486833,0.883678723,-0.002735658,0.237741341,0.119048189
0,70.25935317,41.09895597,77.184655,93.3607469,84.67740333,33.59509576,87.46772951,0.034786136,0.077362462,-0.04083213,0.023152683,-1.088494828,0.126141266,1.003274787,1.016482064,0.0290563,1.185738381,1.755159647,2.037505697,-0.872308223,0.069642059,-0.161190521,0.059583789,0.924612381,0.054839879,-1.869956298,0.984503582,-0.020576775,0.134308824,-0.047706495,0.067422137,1.092338322,-0.092008746,-0.012624036,-0.053951047,1.089414722,0.088844774,-0.074538517,0.196096518,-0.023453308,0.03834683,1.741251811,0.028075079,0.022016721,0.075127872,2.011554636,-1.013385585,9.951733851,1.996318306,1.067890989,-0.085182585,1.041792206,0.787750872,1.13651002,1.998359289,1.037794686,0.9661752,1.929331048,2.009970636,1.066438168,1.122895034,0.784363315,2.015587206,0.898639111,0.914354173,2.90556764,3.165290595,1.998173458,1.98321893,1.964882647,2.923519122,1.065599226,37.08004308,0.897416854,0.060037235,-0.002980413,0.935246128,-0.135089362,-0.012532381,-0.082428264,0.976416327,0.036050193,0.078180998,-0.026002057,0.041440836,0.116596148,0.142557571,0.004270377,0.849864501,-0.006269329,0.1198347,0.104710553,0.99603182,0.061988881,-0.049180098,0.134478907,0.031825763,-0.075298035,0.103102706,0.055348732,-0.053890476,1.005838838,-0.04642038,0.051302573,-0.153295862,0.004370116,0.03822227,-0.020069886,0.0240911,-0.034436663,-0.14127631,0.126827401,0.129547462,0.033463274,1.242488182,0.938970445,-0.189133138,0.011368129,-0.003081821,0.906357392,0.010896187,0.048379468,0.058140884,0.06292319,0.897372613,0.014526657,-0.029043922,0.001597672,0.085895769,0.044777551,0.912725718,0.14263256,0.140518262,-0.058729583,-0.030137351,-0.051284974,0.074829079,0.962553787,0.022540155,-0.089953504,0.833153397,0.043111695,1.121035584,-0.130514663,-0.054179122,0.076242703,-0.092034899,1.198062587,-0.08383569
0,61.24980232,72.82391649,54.81116242,59.30129814,24.82505323,33.68371015,85.46772698,2.032384864,1.104894376,1.205049317,1.906519706,1.939308182,0.873082594,0.861110322,1.013930029,-0.100498378,1.973930149,2.020120263,0.872157236,1.089169595,0.200130184,2.049983341,1.063570582,2.165644543,-0.038624785,0.102791809,0.971805719,-0.060373743,-0.100634005,-0.086311778,1.947703514,0.920875936,-0.950625877,0.020822091,-0.011095709,1.009682468,1.840353491,1.009687371,1.096505007,1.889659894,1.981061891,1.958908468,1.040226049,2.015390607,2.055553119,1.808032906,0.811691983,44.0506268,2.023705391,2.120085009,1.942880737,2.012675765,1.929541401,2.010828367,2.975859681,2.994107555,2.05637923,2.202372522,2.023202109,1.951044948,2.140429242,1.907703325,1.959742345,2.09261983,2.098917531,2.138147578,1.991811009,2.047950277,2.914479571,1.960234038,3.04688679,2.024596288,51.91046134,1.080368496,0.155483984,0.019043044,0.897323745,-0.018434285,0.001913503,0.047507311,0.012358595,-0.006971432,0.959676271,0.130995992,-0.095219211,0.140948745,-0.247857691,-0.103231438,0.947996229,-0.0710444,0.029864183,0.026752234,1.010696647,0.101519413,-0.125131621,0.054873539,-0.045737761,-0.192405538,-0.0438682,-0.006738563,-0.183221588,0.903618927,0.013584833,-0.185938374,0.232694191,-0.115651225,0.033582534,0.092058561,-0.017314705,0.03248847,-0.106029312,0.072785833,-0.011337072,-0.083160362,1.130947453,0.030162555,0.956346603,-0.025404645,-0.146413393,0.979075446,-0.025807385,0.059250728,-0.105709313,0.187040777,-0.200331671,1.064330299,-0.052668992,-0.15147215,0.143548138,0.074841746,0.011638363,-0.121112324,0.97863085,-0.142186448,0.120320624,-0.074970659,-0.02618129,-0.011098298,0.988067671,-0.028282326,1.107585453,0.998072633,0.04476152,0.123093219,-0.122281383,0.942431176,-0.050828787,0.205666886,0.036578751
0,74.35144354,74.80521604,61.05621536,59.15281995,70.53252708,79.80332713,92.99572633,-0.009025002,0.080224241,0.059682054,-0.165411356,-1.105963582,-1.099930837,-1.10995482,-1.138253792,-0.863570053,-0.035969685,-0.024454588,-0.17311413,-1.921793334,-1.0076417,0.197641724,0.158945472,0.085095711,-1.013842895,-0.980695396,0.001755053,-0.933484558,-1.031259556,-1.12787459,-0.145167263,-0.095904816,-1.071658991,-1.049473698,-0.977336613,-0.085749908,0.017975162,-1.198837491,0.022196486,-0.979595347,0.053648858,-0.123611816,-0.957526163,-0.965996537,-0.127421162,-0.064325928,-0.781482127,-21.09250067,1.907908088,1.924814482,-0.107169859,1.813917647,1.94521383,2.197182272,2.13533701,2.118577681,1.916170667,2.096046851,1.834655159,0.781444597,2.031513237,0.989529475,1.97597256,1.063786187,-0.157413043,0.966993406,2.002206708,-0.020053392,1.71344998,1.210157058,1.933911912,1.083960352,35.9117843,0.153496949,0.952251073,0.962071004,-0.091215615,-0.262772769,0.001579955,-0.069796896,0.932223149,-0.081670308,0.082266055,0.162881711,-0.021792856,-0.117555608,0.966532166,-0.036177866,0.161155207,-0.074470636,0.033406846,1.079606141,-0.06053182,-0.154015909,-0.032162006,0.045308333,-0.095058102,0.115070238,0.025395738,-0.011016579,0.059448227,1.031665716,-0.131327457,-0.150704633,-0.03453384,0.147057054,0.063268641,0.086079211,-0.063241629,-0.074060079,-0.064005787,0.158740669,0.056506179,-0.121399789,1.007212617,0.944703834,0.085517914,0.036384747,0.022444685,1.027556272,-0.124599806,0.120055287,0.071000503,-0.041408618,1.163704827,0.060891017,-0.015561769,-0.078570124,1.041849297,-0.028525826,-0.011846391,0.093380405,0.049890105,-0.012200908,0.143722483,1.132440124,0.03714631,-0.053778929,-0.100585,1.125037937,0.006583197,0.030899648,0.999648531,-0.072372349,-0.014731658,0.236274842,-0.086768747,1.003967243,0.206741759
0,77.85846519,86.42359089,54.86724951,66.81318557,24.89299001,87.69705204,87.51133541,0.012324245,0.092707526,1.079317976,1.110055417,-0.109568378,0.981417782,-0.033487954,0.028681493,0.115133448,2.137263114,0.991379102,1.07836453,0.003557831,0.026016815,0.950960901,1.068014883,0.90726356,-1.038292462,0.867556679,1.004741855,-1.062935576,1.135880596,-0.847621698,0.878391895,0.028521639,0.093158381,0.228702964,0.933946753,-0.092595221,0.944822596,1.082123244,0.947034414,-0.074740203,0.954663596,0.905928038,1.023474119,0.900972397,1.021402439,1.220085586,1.069513778,21.83002367,3.018245567,0.925402003,0.931669541,2.180169933,2.100941592,0.909846265,1.932594068,2.06997463,1.977023278,2.961639331,1.179441956,2.165800623,0.897032909,1.029126884,-0.026560275,1.835449711,0.859386953,2.043204642,1.963969982,1.943281467,1.868988837,1.941377292,1.966502266,2.002411017,40.92098059,0.062817759,1.080413266,0.884335291,0.040171074,-0.129124425,-0.116465013,-0.016569183,1.014856367,-0.115934982,0.094589022,-0.150738183,-0.094363824,0.034314688,0.085905204,-0.027105027,1.165490642,0.103193447,-0.15587764,0.006819062,0.94943455,0.075107811,-0.123807125,-0.030268345,-0.019239166,0.058185801,-0.036566963,0.05886446,0.005145775,0.927215735,0.149904425,-0.06191727,-0.144923597,-0.187438001,0.108453211,-0.023680703,-0.147943829,-0.119080915,-0.165107099,0.039210722,0.134135248,0.023994908,1.074464717,-0.198964017,-0.012848665,-0.0624996,1.077720241,-0.071408146,0.123719424,1.156542708,0.136097142,0.013184804,0.88497746,0.086507937,0.070712756,0.138733224,1.040810313,-0.000418908,-0.037042532,-0.136951003,0.157113559,0.069394678,0.202548328,-0.011349995,-0.063442005,0.663741862,0.080054303,0.103843051,1.035746771,-0.011092698,1.078548683,-0.030316099,-0.143079687,1.010651041,-0.018773423,-0.016742251,0.051064838
1,78.68011874,63.51207752,77.17189577,93.50082207,79.94427398,54.296487,89.48724083,-0.026418426,0.048983123,1.124260227,0.958591058,-1.090733313,0.904921208,0.091311528,0.93799915,1.055246581,0.995314797,0.992039728,0.905637373,0.062898315,-2.002900965,1.068382374,0.862021202,-0.053210101,-1.934861741,0.917977231,1.193177712,-1.934271527,-1.982794522,0.880921334,0.849162774,1.0514165,-1.793447169,0.065672455,-0.090588691,-0.054432858,0.013928565,0.88358687,0.91482284,0.05141172,0.996756733,1.086211747,0.979483602,0.934366398,0.885238488,0.059756412,-0.152126102,11.16709315,0.960563306,1.18477324,1.921390405,0.955468482,1.812975868,0.000805356,0.970284525,1.024873097,1.068251501,1.852461999,1.94242079,1.003632462,1.068883534,-0.136930749,0.793393327,1.189715022,0.966083785,1.000929475,0.956528301,0.024259951,-0.081897892,1.078476542,0.986360854,1.018103024,24.03452953,-0.090195226,0.950486573,-0.001097827,1.100960516,-0.28125413,0.007570695,-0.010848754,1.025796194,-0.13056665,0.099464656,-0.003479917,0.036103195,0.145368423,-0.028365904,1.003468025,0.087990091,0.04178116,0.226411591,1.068576672,-0.02307301,-0.169121168,0.013043012,0.012210217,-0.002148556,-0.0033448,0.038188723,0.039789981,0.006610822,1.096355533,0.109525865,0.034148028,-0.006226509,0.043073103,-0.031291068,0.076616201,-0.1821652,-0.074537051,-0.087200307,0.105498789,-0.061935209,0.001140543,0.960072149,0.782875888,-0.183562649,0.12279527,0.172495613,1.041909907,-0.126815503,-0.014705353,0.13688927,-0.011123393,-0.112370232,0.043951791,1.109318159,0.037872529,1.010866134,-0.064424317,-0.148316814,0.117340828,-0.047590717,-0.005443242,-0.034769652,0.048594806,0.931740232,0.032079895,0.270144491,0.80794462,-0.111122423,0.933743844,0.027218597,0.00164947,0.075734181,0.08181687,0.032704145,1.053710706,-0.049934756
1,77.69431934,75.29776873,74.22764332,69.2735259,62.70738739,69.1035635,91.5813726,0.964850705,1.152393327,0.800338724,0.927971999,1.044809021,2.098077233,2.106259653,1.16019228,0.11164164,2.018291199,0.942555961,2.004308746,2.015628982,-0.937934724,0.921855297,1.970903502,0.953092859,-0.012969357,0.104181129,1.986231383,-0.058444584,-0.048410373,1.036801488,0.86927169,0.979308142,-0.024066601,2.020010136,-0.146686651,0.882841559,0.939739474,1.92510429,2.053356358,0.863488913,1.959284665,0.976576375,-0.042915925,0.075392445,1.056603292,0.85385422,2.06426006,40.94515225,1.074706797,0.954040268,1.972395591,0.944146298,0.894744204,0.886165514,2.115934479,3.140559133,3.057784694,1.823280105,1.915559993,0.833054663,2.077358665,1.089384669,2.957985887,1.107933483,1.030960874,2.079437512,2.065191733,1.966050905,2.065534073,1.946662786,1.93488701,1.906767396,42.11896815,1.059280341,-0.005538251,-0.002836632,1.175508353,-0.095983101,-0.016972595,0.027550607,0.099573648,-0.021768931,0.957753584,0.043410867,0.029982628,-0.09457393,-0.1473616,-0.023574553,1.005327916,-0.048042393,-0.092504751,-0.025987259,0.842693844,-0.083125635,-0.064476436,-0.05515844,0.058158206,-0.052039701,0.03809504,-0.045292254,-0.107532642,1.05957298,-0.079513899,-0.01716649,-0.012475859,0.120182754,0.001183137,0.017661042,-0.031167674,-0.095631406,0.020149802,0.224787847,0.161753603,-0.030046168,1.084279455,1.084609555,-0.162493388,0.087749563,0.180573127,1.106588852,0.007207679,0.136741414,0.193855301,0.08657411,1.034118116,-0.037383194,-0.045012228,-0.002894144,1.122771287,0.054703464,-0.146883308,-0.039712697,0.00322549,0.055403691,-0.051841635,0.066296371,0.043448953,0.014331161,1.074095118,0.06101388,0.989830659,0.876443444,0.108061941,0.105112066,0.241585113,-0.089451744,0.064822076,0.937676998,-0.089595904
1,71.51339378,44.24200383,92.93578107,81.13135072,53.91685143,79.68138156,85.53388597,0.087690635,0.025023939,2.01157123,2.123005571,0.137687007,0.827126611,1.821801575,0.126323476,0.986440493,2.279291424,0.107827331,1.952266593,0.978121709,1.122866608,1.960894224,1.967482541,1.059002208,1.081479355,-1.992965447,2.049387592,1.120206896,1.068287069,0.937685765,1.064422753,1.071122026,-0.092145442,-0.019340216,-0.990138569,-0.029760953,0.013993,0.057456475,1.02799419,1.986046817,1.179019176,0.988875723,0.875177335,0.138310309,0.952484861,1.057263777,1.890544802,33.97388377,1.975135433,1.923826885,1.930331209,2.062040541,0.997343106,1.914626512,3.127968244,2.858951992,2.128868239,3.078443429,1.859868074,1.905222468,1.902733659,0.975521497,1.907679504,0.75434799,0.986101628,3.066306152,2.015354229,3.085495024,2.217972581,2.725645316,2.810294686,2.100611626,50.85757745,0.081558478,0.955136442,-0.193095355,0.94511995,0.011850183,0.1249424,0.082496731,-0.051982502,1.060166068,-0.150509234,0.046476812,-0.117777432,0.057090067,-0.116919802,0.127391468,0.8895759,-0.068184442,-0.004925013,-0.000970533,0.954395941,-0.129601168,-0.096823535,0.006500674,-0.036533652,0.199215308,0.101824969,0.026109227,-0.105653127,1.182658805,0.046292301,0.099422501,-0.028490825,-0.096342025,0.159397488,0.081730704,-0.155873744,0.065568398,0.138793377,0.106710074,-0.118954986,0.002768833,1.115448796,0.019482401,0.906841235,0.01611264,-0.032247927,-0.032131423,0.092306978,1.040165454,0.001828467,-0.013572519,0.040124471,1.068477353,-0.132155274,-0.180992712,0.232302313,-0.051030086,0.146279891,-0.174506954,1.078133051,0.152753014,-0.136767592,0.004659257,0.019771345,1.018430666,0.109800069,0.931648069,-0.172546289,-0.117744296,0.772486403,0.907648637,-0.009100541,0.106538583,0.103137585,0.072620207,-0.030992434
